"X","Y","H(X)","H(Y)","H(XY)","H(X|Y)","H(Y|X)","I(X;Y)","p"
"DMS.p0=0.2.len=1000.bin","BSC.p=0.2.DMS.p0=0.2.len=1000.bin","0.7219280948873623","0.9043814577244937","1.4438561897747246","0.5394747320502309","0.7219280948873623","0.18245336283713143","0.2"
"DMS.p0=0.2.len=1000.bin","BSC.p=0.5.DMS.p0=0.2.len=1000.bin","0.7219280948873623","1.0","1.7219280948873623","0.7219280948873623","1.0","0.0","0.5"
"DMS.p0=0.2.len=1000.bin","BSC.p=0.9.DMS.p0=0.2.len=1000.bin","0.7219280948873623","0.8267463724926178","1.1909236884766434","0.3641773159840256","0.4689955935892811","0.35775077890333673","0.9"
"DMS.p0=0.5.len=1000.bin","BSC.p=0.2.DMS.p0=0.5.len=1000.bin","1.0","1.0","1.7219280948873623","0.7219280948873623","0.7219280948873623","0.2780719051126377","0.2"
"DMS.p0=0.5.len=1000.bin","BSC.p=0.5.DMS.p0=0.5.len=1000.bin","1.0","1.0","2.0","1.0","1.0","0.0","0.5"
"DMS.p0=0.5.len=1000.bin","BSC.p=0.9.DMS.p0=0.5.len=1000.bin","1.0","1.0","1.4689955935892811","0.4689955935892811","0.4689955935892811","0.5310044064107189","0.9"
"DMS.p0=0.9.len=1000.bin","BSC.p=0.2.DMS.p0=0.9.len=1000.bin","0.4689955935892811","0.8267463724926178","1.1909236884766434","0.3641773159840256","0.7219280948873623","0.10481827760525553","0.2"
"DMS.p0=0.9.len=1000.bin","BSC.p=0.5.DMS.p0=0.9.len=1000.bin","0.4689955935892811","1.0","1.4689955935892811","0.4689955935892811","1.0","0.0","0.5"
"DMS.p0=0.9.len=1000.bin","BSC.p=0.9.DMS.p0=0.9.len=1000.bin","0.4689955935892811","0.6800770457282796","0.9379911871785622","0.2579141414502826","0.4689955935892811","0.21108145213899854","0.9"
